video,category,scene,frame_idx,time,gt_frame,gt_path,prompt,frame_path
0004-handfan4,handfan,,2,0.625,66,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0004-handfan4/00067.jpg,handfan,/data/liuluyan/sam3/sam3_pvtt_full/frames/0004-handfan4/frame_02.jpg
0004-handfan4,handfan,,3,0.875,93,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0004-handfan4/00094.jpg,handfan,/data/liuluyan/sam3/sam3_pvtt_full/frames/0004-handfan4/frame_03.jpg
0004-handfan4,handfan,,4,1.125,119,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0004-handfan4/00120.jpg,handfan,/data/liuluyan/sam3/sam3_pvtt_full/frames/0004-handfan4/frame_04.jpg
0004-handfan4,handfan,,5,1.375,146,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0004-handfan4/00147.jpg,handfan,/data/liuluyan/sam3/sam3_pvtt_full/frames/0004-handfan4/frame_05.jpg
0004-handfan4,handfan,,6,1.625,172,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0004-handfan4/00173.jpg,handfan,/data/liuluyan/sam3/sam3_pvtt_full/frames/0004-handfan4/frame_06.jpg
0004-handfan4,handfan,,7,1.875,199,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0004-handfan4/00200.jpg,handfan,/data/liuluyan/sam3/sam3_pvtt_full/frames/0004-handfan4/frame_07.jpg
0005-handfan5_scene01,handfan,01,0,0.1834,5,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0005-handfan5_scene01/00006.jpg,handfan,/data/liuluyan/sam3/sam3_pvtt_full/frames/0005-handfan5_scene01/frame_00.jpg
0005-handfan5_scene01,handfan,01,1,0.5501,16,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0005-handfan5_scene01/00017.jpg,handfan,/data/liuluyan/sam3/sam3_pvtt_full/frames/0005-handfan5_scene01/frame_01.jpg
0005-handfan5_scene01,handfan,01,2,0.9169,27,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0005-handfan5_scene01/00028.jpg,handfan,/data/liuluyan/sam3/sam3_pvtt_full/frames/0005-handfan5_scene01/frame_02.jpg
0005-handfan5_scene01,handfan,01,3,1.2836,38,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0005-handfan5_scene01/00039.jpg,handfan,/data/liuluyan/sam3/sam3_pvtt_full/frames/0005-handfan5_scene01/frame_03.jpg
0005-handfan5_scene01,handfan,01,4,1.6504,49,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0005-handfan5_scene01/00050.jpg,handfan,/data/liuluyan/sam3/sam3_pvtt_full/frames/0005-handfan5_scene01/frame_04.jpg
0005-handfan5_scene01,handfan,01,5,2.0171,60,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0005-handfan5_scene01/00061.jpg,handfan,/data/liuluyan/sam3/sam3_pvtt_full/frames/0005-handfan5_scene01/frame_05.jpg
0005-handfan5_scene01,handfan,01,6,2.3839,71,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0005-handfan5_scene01/00072.jpg,handfan,/data/liuluyan/sam3/sam3_pvtt_full/frames/0005-handfan5_scene01/frame_06.jpg
0005-handfan5_scene01,handfan,01,7,2.7506,82,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0005-handfan5_scene01/00083.jpg,handfan,/data/liuluyan/sam3/sam3_pvtt_full/frames/0005-handfan5_scene01/frame_07.jpg
0005-handfan5_scene02,handfan,02,0,0.2084,10,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0005-handfan5_scene02/00011.jpg,handfan,/data/liuluyan/sam3/sam3_pvtt_full/frames/0005-handfan5_scene02/frame_00.jpg
0005-handfan5_scene02,handfan,02,1,0.6251,29,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0005-handfan5_scene02/00030.jpg,handfan,/data/liuluyan/sam3/sam3_pvtt_full/frames/0005-handfan5_scene02/frame_01.jpg
0005-handfan5_scene02,handfan,02,2,1.0419,49,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0005-handfan5_scene02/00050.jpg,handfan,/data/liuluyan/sam3/sam3_pvtt_full/frames/0005-handfan5_scene02/frame_02.jpg
0005-handfan5_scene02,handfan,02,3,1.4586,68,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0005-handfan5_scene02/00069.jpg,handfan,/data/liuluyan/sam3/sam3_pvtt_full/frames/0005-handfan5_scene02/frame_03.jpg
0005-handfan5_scene02,handfan,02,4,1.8754,88,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0005-handfan5_scene02/00089.jpg,handfan,/data/liuluyan/sam3/sam3_pvtt_full/frames/0005-handfan5_scene02/frame_04.jpg
0005-handfan5_scene02,handfan,02,5,2.2921,107,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0005-handfan5_scene02/00108.jpg,handfan,/data/liuluyan/sam3/sam3_pvtt_full/frames/0005-handfan5_scene02/frame_05.jpg
0005-handfan5_scene02,handfan,02,6,2.7089,127,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0005-handfan5_scene02/00128.jpg,handfan,/data/liuluyan/sam3/sam3_pvtt_full/frames/0005-handfan5_scene02/frame_06.jpg
0005-handfan5_scene02,handfan,02,7,3.1256,146,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0005-handfan5_scene02/00147.jpg,handfan,/data/liuluyan/sam3/sam3_pvtt_full/frames/0005-handfan5_scene02/frame_07.jpg
0006-sunglasses1_scene01,sunglasses,01,0,0.2084,14,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0006-sunglasses1_scene01/00015.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0006-sunglasses1_scene01/frame_00.jpg
0006-sunglasses1_scene01,sunglasses,01,1,0.6251,41,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0006-sunglasses1_scene01/00042.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0006-sunglasses1_scene01/frame_01.jpg
0006-sunglasses1_scene01,sunglasses,01,2,1.0419,68,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0006-sunglasses1_scene01/00069.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0006-sunglasses1_scene01/frame_02.jpg
0006-sunglasses1_scene01,sunglasses,01,3,1.4586,96,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0006-sunglasses1_scene01/00097.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0006-sunglasses1_scene01/frame_03.jpg
0006-sunglasses1_scene01,sunglasses,01,4,1.8754,123,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0006-sunglasses1_scene01/00124.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0006-sunglasses1_scene01/frame_04.jpg
0006-sunglasses1_scene01,sunglasses,01,5,2.2921,151,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0006-sunglasses1_scene01/00152.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0006-sunglasses1_scene01/frame_05.jpg
0006-sunglasses1_scene01,sunglasses,01,6,2.7089,178,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0006-sunglasses1_scene01/00179.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0006-sunglasses1_scene01/frame_06.jpg
0006-sunglasses1_scene01,sunglasses,01,7,3.1256,205,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0006-sunglasses1_scene01/00206.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0006-sunglasses1_scene01/frame_07.jpg
0006-sunglasses1_scene02,sunglasses,02,0,0.2084,14,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0006-sunglasses1_scene02/00015.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0006-sunglasses1_scene02/frame_00.jpg
0006-sunglasses1_scene02,sunglasses,02,1,0.6251,43,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0006-sunglasses1_scene02/00044.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0006-sunglasses1_scene02/frame_01.jpg
0006-sunglasses1_scene02,sunglasses,02,2,1.0419,71,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0006-sunglasses1_scene02/00072.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0006-sunglasses1_scene02/frame_02.jpg
0006-sunglasses1_scene02,sunglasses,02,3,1.4586,99,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0006-sunglasses1_scene02/00100.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0006-sunglasses1_scene02/frame_03.jpg
0006-sunglasses1_scene02,sunglasses,02,4,1.8754,128,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0006-sunglasses1_scene02/00129.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0006-sunglasses1_scene02/frame_04.jpg
0006-sunglasses1_scene02,sunglasses,02,5,2.2921,156,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0006-sunglasses1_scene02/00157.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0006-sunglasses1_scene02/frame_05.jpg
0006-sunglasses1_scene02,sunglasses,02,6,2.7089,184,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0006-sunglasses1_scene02/00185.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0006-sunglasses1_scene02/frame_06.jpg
0006-sunglasses1_scene02,sunglasses,02,7,3.1256,213,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0006-sunglasses1_scene02/00214.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0006-sunglasses1_scene02/frame_07.jpg
0007-sunglasses2,sunglasses,,0,0.1043,51,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0007-sunglasses2/00052.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0007-sunglasses2/frame_00.jpg
0007-sunglasses2,sunglasses,,1,0.3129,154,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0007-sunglasses2/00155.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0007-sunglasses2/frame_01.jpg
0007-sunglasses2,sunglasses,,2,0.5216,257,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0007-sunglasses2/00258.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0007-sunglasses2/frame_02.jpg
0007-sunglasses2,sunglasses,,3,0.7302,359,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0007-sunglasses2/00360.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0007-sunglasses2/frame_03.jpg
0007-sunglasses2,sunglasses,,4,0.9388,462,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0007-sunglasses2/00463.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0007-sunglasses2/frame_04.jpg
0007-sunglasses2,sunglasses,,5,1.1474,564,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0007-sunglasses2/00565.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0007-sunglasses2/frame_05.jpg
0007-sunglasses2,sunglasses,,6,1.3561,667,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0007-sunglasses2/00668.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0007-sunglasses2/frame_06.jpg
0007-sunglasses2,sunglasses,,7,1.5647,770,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0007-sunglasses2/00771.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0007-sunglasses2/frame_07.jpg
0008-sunglasses3,sunglasses,,0,0.2084,23,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0008-sunglasses3/00024.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0008-sunglasses3/frame_00.jpg
0008-sunglasses3,sunglasses,,1,0.6251,70,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0008-sunglasses3/00071.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0008-sunglasses3/frame_01.jpg
0008-sunglasses3,sunglasses,,2,1.0419,117,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0008-sunglasses3/00118.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0008-sunglasses3/frame_02.jpg
0008-sunglasses3,sunglasses,,3,1.4586,164,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0008-sunglasses3/00165.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0008-sunglasses3/frame_03.jpg
0008-sunglasses3,sunglasses,,4,1.8754,210,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0008-sunglasses3/00211.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0008-sunglasses3/frame_04.jpg
0008-sunglasses3,sunglasses,,5,2.2921,257,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0008-sunglasses3/00258.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0008-sunglasses3/frame_05.jpg
0008-sunglasses3,sunglasses,,6,2.7089,304,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0008-sunglasses3/00305.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0008-sunglasses3/frame_06.jpg
0008-sunglasses3,sunglasses,,7,3.1256,351,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0008-sunglasses3/00352.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0008-sunglasses3/frame_07.jpg
0009-sunglasses4_scene01,sunglasses,01,0,0.2086,6,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene01/00007.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene01/frame_00.jpg
0009-sunglasses4_scene01,sunglasses,01,1,0.6257,19,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene01/00020.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene01/frame_01.jpg
0009-sunglasses4_scene01,sunglasses,01,2,1.0428,32,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene01/00033.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene01/frame_02.jpg
0009-sunglasses4_scene01,sunglasses,01,3,1.4599,45,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene01/00046.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene01/frame_03.jpg
0009-sunglasses4_scene01,sunglasses,01,4,1.8771,58,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene01/00059.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene01/frame_04.jpg
0009-sunglasses4_scene01,sunglasses,01,5,2.2942,71,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene01/00072.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene01/frame_05.jpg
0009-sunglasses4_scene01,sunglasses,01,6,2.7113,84,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene01/00085.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene01/frame_06.jpg
0009-sunglasses4_scene01,sunglasses,01,7,3.1284,97,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene01/00098.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene01/frame_07.jpg
0009-sunglasses4_scene02,sunglasses,02,0,0.1898,6,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene02/00007.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene02/frame_00.jpg
0009-sunglasses4_scene02,sunglasses,02,1,0.5694,17,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene02/00018.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene02/frame_01.jpg
0009-sunglasses4_scene02,sunglasses,02,2,0.9491,28,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene02/00029.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene02/frame_02.jpg
0009-sunglasses4_scene02,sunglasses,02,3,1.3287,39,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene02/00040.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene02/frame_03.jpg
0009-sunglasses4_scene02,sunglasses,02,4,1.7083,51,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene02/00052.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene02/frame_04.jpg
0009-sunglasses4_scene02,sunglasses,02,5,2.0879,62,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene02/00063.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene02/frame_05.jpg
0009-sunglasses4_scene02,sunglasses,02,6,2.4676,73,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene02/00074.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene02/frame_06.jpg
0009-sunglasses4_scene02,sunglasses,02,7,2.8472,84,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene02/00085.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene02/frame_07.jpg
0009-sunglasses4_scene03,sunglasses,03,0,0.2003,6,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene03/00007.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene03/frame_00.jpg
0009-sunglasses4_scene03,sunglasses,03,1,0.6008,18,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene03/00019.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene03/frame_01.jpg
0009-sunglasses4_scene03,sunglasses,03,2,1.0012,30,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene03/00031.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene03/frame_02.jpg
0009-sunglasses4_scene03,sunglasses,03,3,1.4018,42,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene03/00043.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene03/frame_03.jpg
0009-sunglasses4_scene03,sunglasses,03,4,1.8023,53,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene03/00054.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene03/frame_04.jpg
0009-sunglasses4_scene03,sunglasses,03,5,2.2027,65,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene03/00066.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene03/frame_05.jpg
0009-sunglasses4_scene03,sunglasses,03,6,2.6033,77,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene03/00078.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene03/frame_06.jpg
0009-sunglasses4_scene03,sunglasses,03,7,3.0038,89,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene03/00090.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene03/frame_07.jpg
0009-sunglasses4_scene04,sunglasses,04,0,0.2003,6,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene04/00007.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene04/frame_00.jpg
0009-sunglasses4_scene04,sunglasses,04,1,0.6008,18,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene04/00019.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene04/frame_01.jpg
